q,v,viable
2.4085543677521746,1.3333333333333321,1.0
2.4085543677521746,1.5,1.0
2.4085543677521746,1.666666666666666,1.0
2.4085543677521746,1.8333333333333321,1.0
2.4085543677521746,2.0,1.0
2.4085543677521746,2.166666666666666,1.0
2.4085543677521746,2.333333333333332,1.0
2.4085543677521746,2.5,1.0
2.4085543677521746,2.666666666666666,1.0
2.4085543677521746,2.833333333333332,1.0
2.4085543677521746,3.0,1.0
2.4085543677521746,3.166666666666666,1.0
2.4085543677521746,3.333333333333332,1.0
2.4085543677521746,3.5,1.0
2.4085543677521746,3.666666666666666,1.0
2.4085543677521746,3.833333333333332,1.0
2.4085543677521746,4.0,1.0
2.4085543677521746,4.166666666666666,1.0
2.4085543677521746,4.333333333333332,1.0
2.4085543677521746,4.5,1.0
2.4085543677521746,4.666666666666666,1.0
2.4085543677521746,4.833333333333332,1.0
2.4085543677521746,5.0,1.0
2.4085543677521746,5.166666666666666,1.0
2.4085543677521746,5.333333333333332,1.0
2.421644337142132,-0.5,1.0
2.421644337142132,-0.3333333333333339,1.0
2.421644337142132,-0.16666666666666785,1.0
2.421644337142132,0.0,1.0
2.421644337142132,0.16666666666666607,1.0
2.421644337142132,0.33333333333333215,1.0
2.421644337142132,0.5,1.0
2.421644337142132,0.6666666666666661,1.0
2.421644337142132,0.8333333333333321,1.0
2.421644337142132,1.0,1.0
2.421644337142132,1.166666666666666,1.0
2.421644337142132,1.3333333333333321,1.0
2.421644337142132,1.5,1.0
2.421644337142132,1.666666666666666,1.0
2.421644337142132,1.8333333333333321,1.0
2.421644337142132,2.0,1.0
2.421644337142132,2.166666666666666,1.0
2.421644337142132,2.333333333333332,1.0
2.421644337142132,2.5,1.0
2.421644337142132,2.666666666666666,1.0
2.421644337142132,2.833333333333332,1.0
2.421644337142132,3.0,1.0
2.421644337142132,3.166666666666666,1.0
2.421644337142132,3.333333333333332,1.0
2.421644337142132,3.5,1.0
2.421644337142132,3.666666666666666,1.0
2.421644337142132,3.833333333333332,1.0
2.421644337142132,4.0,1.0
2.421644337142132,4.166666666666666,1.0
2.421644337142132,4.333333333333332,1.0
2.421644337142132,4.5,1.0
2.421644337142132,4.666666666666666,1.0
2.421644337142132,4.833333333333332,1.0
2.421644337142132,5.0,1.0
2.421644337142132,5.166666666666666,1.0
2.421644337142132,5.333333333333332,1.0
2.4347343065320897,-0.6666666666666679,1.0
2.4347343065320897,-0.5,1.0
2.4347343065320897,-0.3333333333333339,1.0
2.4347343065320897,-0.16666666666666785,1.0
2.4347343065320897,0.0,1.0
2.4347343065320897,0.16666666666666607,1.0
2.4347343065320897,0.33333333333333215,1.0
2.4347343065320897,0.5,1.0
2.4347343065320897,0.6666666666666661,1.0
2.4347343065320897,0.8333333333333321,1.0
2.4347343065320897,1.0,1.0
2.4347343065320897,1.166666666666666,1.0
2.4347343065320897,1.3333333333333321,1.0
2.4347343065320897,1.5,1.0
2.4347343065320897,1.666666666666666,1.0
2.4347343065320897,1.8333333333333321,1.0
2.4347343065320897,2.0,1.0
2.4347343065320897,2.166666666666666,1.0
2.4347343065320897,2.333333333333332,1.0
2.4347343065320897,2.5,1.0
2.4347343065320897,2.666666666666666,1.0
2.4347343065320897,2.833333333333332,1.0
2.4347343065320897,3.0,1.0
2.4347343065320897,3.166666666666666,1.0
2.4347343065320897,3.333333333333332,1.0
2.4347343065320897,3.5,1.0
2.4347343065320897,3.666666666666666,1.0
2.4347343065320897,3.833333333333332,1.0
2.4347343065320897,4.0,1.0
2.4347343065320897,4.166666666666666,1.0
2.4347343065320897,4.333333333333332,1.0
2.4347343065320897,4.5,1.0
2.4347343065320897,4.666666666666666,1.0
2.4347343065320897,4.833333333333332,1.0
2.4347343065320897,5.0,1.0
2.4347343065320897,5.166666666666666,1.0
2.447824275922047,-0.6666666666666679,1.0
2.447824275922047,-0.5,1.0
2.447824275922047,-0.3333333333333339,1.0
2.447824275922047,-0.16666666666666785,1.0
2.447824275922047,0.0,1.0
2.447824275922047,0.16666666666666607,1.0
2.447824275922047,0.33333333333333215,1.0
2.447824275922047,0.5,1.0
2.447824275922047,0.6666666666666661,1.0
2.447824275922047,0.8333333333333321,1.0
2.447824275922047,1.0,1.0
2.447824275922047,1.166666666666666,1.0
2.447824275922047,1.3333333333333321,1.0
2.447824275922047,1.5,1.0
2.447824275922047,1.666666666666666,1.0
2.447824275922047,1.8333333333333321,1.0
2.447824275922047,2.0,1.0
2.447824275922047,2.166666666666666,1.0
2.447824275922047,2.333333333333332,1.0
2.447824275922047,2.5,1.0
2.447824275922047,2.666666666666666,1.0
2.447824275922047,2.833333333333332,1.0
2.447824275922047,3.0,1.0
2.447824275922047,3.166666666666666,1.0
2.447824275922047,3.333333333333332,1.0
2.447824275922047,3.5,1.0
2.447824275922047,3.666666666666666,1.0
2.447824275922047,3.833333333333332,1.0
2.447824275922047,4.0,1.0
2.447824275922047,4.166666666666666,1.0
2.447824275922047,4.333333333333332,1.0
2.447824275922047,4.5,1.0
2.447824275922047,4.666666666666666,1.0
2.447824275922047,4.833333333333332,1.0
2.447824275922047,5.0,1.0
2.447824275922047,5.166666666666666,1.0
2.4609142453120048,-0.6666666666666679,1.0
2.4609142453120048,-0.5,1.0
2.4609142453120048,-0.3333333333333339,1.0
2.4609142453120048,-0.16666666666666785,1.0
2.4609142453120048,0.0,1.0
2.4609142453120048,0.16666666666666607,1.0
2.4609142453120048,0.33333333333333215,1.0
2.4609142453120048,0.5,1.0
2.4609142453120048,0.6666666666666661,1.0
2.4609142453120048,0.8333333333333321,1.0
2.4609142453120048,1.0,1.0
2.4609142453120048,1.166666666666666,1.0
2.4609142453120048,1.3333333333333321,1.0
2.4609142453120048,1.5,1.0
2.4609142453120048,1.666666666666666,1.0
2.4609142453120048,1.8333333333333321,1.0
2.4609142453120048,2.0,1.0
2.4609142453120048,2.166666666666666,1.0
2.4609142453120048,2.333333333333332,1.0
2.4609142453120048,2.5,1.0
2.4609142453120048,2.666666666666666,1.0
2.4609142453120048,2.833333333333332,1.0
2.4609142453120048,3.0,1.0
2.4609142453120048,3.166666666666666,1.0
2.4609142453120048,3.333333333333332,1.0
2.4609142453120048,3.5,1.0
2.4609142453120048,3.666666666666666,1.0
2.4609142453120048,3.833333333333332,1.0
2.4609142453120048,4.0,1.0
2.4609142453120048,4.166666666666666,1.0
2.4609142453120048,4.333333333333332,1.0
2.4609142453120048,4.5,1.0
2.4609142453120048,4.666666666666666,1.0
2.4609142453120048,4.833333333333332,1.0
2.4609142453120048,5.0,1.0
2.4609142453120048,5.166666666666666,1.0
2.474004214701962,-0.8333333333333339,1.0
2.474004214701962,-0.6666666666666679,1.0
2.474004214701962,-0.5,1.0
2.474004214701962,-0.3333333333333339,1.0
2.474004214701962,-0.16666666666666785,1.0
2.474004214701962,0.0,1.0
2.474004214701962,0.16666666666666607,1.0
2.474004214701962,0.33333333333333215,1.0
2.474004214701962,0.5,1.0
2.474004214701962,0.6666666666666661,1.0
2.474004214701962,0.8333333333333321,1.0
2.474004214701962,1.0,1.0
2.474004214701962,1.166666666666666,1.0
2.474004214701962,1.3333333333333321,1.0
2.474004214701962,1.5,1.0
2.474004214701962,1.666666666666666,1.0
2.474004214701962,1.8333333333333321,1.0
2.474004214701962,2.0,1.0
2.474004214701962,2.166666666666666,1.0
2.474004214701962,2.333333333333332,1.0
2.474004214701962,2.5,1.0
2.474004214701962,2.666666666666666,1.0
2.474004214701962,2.833333333333332,1.0
2.474004214701962,3.0,1.0
2.474004214701962,3.166666666666666,1.0
2.474004214701962,3.333333333333332,1.0
2.474004214701962,3.5,1.0
2.474004214701962,3.666666666666666,1.0
2.474004214701962,3.833333333333332,1.0
2.474004214701962,4.0,1.0
2.474004214701962,4.166666666666666,1.0
2.474004214701962,4.333333333333332,1.0
2.474004214701962,4.5,1.0
2.474004214701962,4.666666666666666,1.0
2.474004214701962,4.833333333333332,1.0
2.474004214701962,5.0,1.0
2.474004214701962,5.166666666666666,1.0
2.4870941840919194,-0.8333333333333339,1.0
2.4870941840919194,-0.6666666666666679,1.0
2.4870941840919194,-0.5,1.0
2.4870941840919194,-0.3333333333333339,1.0
2.4870941840919194,-0.16666666666666785,1.0
2.4870941840919194,0.0,1.0
2.4870941840919194,0.16666666666666607,1.0
2.4870941840919194,0.33333333333333215,1.0
2.4870941840919194,0.5,1.0
2.4870941840919194,0.6666666666666661,1.0
2.4870941840919194,0.8333333333333321,1.0
2.4870941840919194,1.0,1.0
2.4870941840919194,1.166666666666666,1.0
2.4870941840919194,1.3333333333333321,1.0
2.4870941840919194,1.5,1.0
2.4870941840919194,1.666666666666666,1.0
2.4870941840919194,1.8333333333333321,1.0
2.4870941840919194,2.0,1.0
2.4870941840919194,2.166666666666666,1.0
2.4870941840919194,2.333333333333332,1.0
2.4870941840919194,2.5,1.0
2.4870941840919194,2.666666666666666,1.0
2.4870941840919194,2.833333333333332,1.0
2.4870941840919194,3.0,1.0
2.4870941840919194,3.166666666666666,1.0
2.4870941840919194,3.333333333333332,1.0
2.4870941840919194,3.5,1.0
2.4870941840919194,3.666666666666666,1.0
2.4870941840919194,3.833333333333332,1.0
2.4870941840919194,4.0,1.0
2.4870941840919194,4.166666666666666,1.0
2.4870941840919194,4.333333333333332,1.0
2.4870941840919194,4.5,1.0
2.4870941840919194,4.666666666666666,1.0
2.4870941840919194,4.833333333333332,1.0
2.4870941840919194,5.0,1.0
2.500184153481877,-0.8333333333333339,1.0
2.500184153481877,-0.6666666666666679,1.0
2.500184153481877,-0.5,1.0
2.500184153481877,-0.3333333333333339,1.0
2.500184153481877,-0.16666666666666785,1.0
2.500184153481877,0.0,1.0
2.500184153481877,0.16666666666666607,1.0
2.500184153481877,0.33333333333333215,1.0
2.500184153481877,0.5,1.0
2.500184153481877,0.6666666666666661,1.0
2.500184153481877,0.8333333333333321,1.0
2.500184153481877,1.0,1.0
2.500184153481877,1.166666666666666,1.0
2.500184153481877,1.3333333333333321,1.0
2.500184153481877,1.5,1.0
2.500184153481877,1.666666666666666,1.0
2.500184153481877,1.8333333333333321,1.0
2.500184153481877,2.0,1.0
2.500184153481877,2.166666666666666,1.0
2.500184153481877,2.333333333333332,1.0
2.500184153481877,2.5,1.0
2.500184153481877,2.666666666666666,1.0
2.500184153481877,2.833333333333332,1.0
2.500184153481877,3.0,1.0
2.500184153481877,3.166666666666666,1.0
2.500184153481877,3.333333333333332,1.0
2.500184153481877,3.5,1.0
2.500184153481877,3.666666666666666,1.0
2.500184153481877,3.833333333333332,1.0
2.500184153481877,4.0,1.0
2.500184153481877,4.166666666666666,1.0
2.500184153481877,4.333333333333332,1.0
2.500184153481877,4.5,1.0
2.500184153481877,4.666666666666666,1.0
2.500184153481877,4.833333333333332,1.0
2.500184153481877,5.0,1.0
2.5132741228718345,-1.0,1.0
2.5132741228718345,-0.8333333333333339,1.0
2.5132741228718345,-0.6666666666666679,1.0
2.5132741228718345,-0.5,1.0
2.5132741228718345,-0.3333333333333339,1.0
2.5132741228718345,-0.16666666666666785,1.0
2.5132741228718345,0.0,1.0
2.5132741228718345,0.16666666666666607,1.0
2.5132741228718345,0.33333333333333215,1.0
2.5132741228718345,0.5,1.0
2.5132741228718345,0.6666666666666661,1.0
2.5132741228718345,0.8333333333333321,1.0
2.5132741228718345,1.0,1.0
2.5132741228718345,1.166666666666666,1.0
2.5132741228718345,1.3333333333333321,1.0
2.5132741228718345,1.5,1.0
2.5132741228718345,1.666666666666666,1.0
2.5132741228718345,1.8333333333333321,1.0
2.5132741228718345,2.0,1.0
2.5132741228718345,2.166666666666666,1.0
2.5132741228718345,2.333333333333332,1.0
2.5132741228718345,2.5,1.0
2.5132741228718345,2.666666666666666,1.0
2.5132741228718345,2.833333333333332,1.0
2.5132741228718345,3.0,1.0
2.5132741228718345,3.166666666666666,1.0
2.5132741228718345,3.333333333333332,1.0
2.5132741228718345,3.5,1.0
2.5132741228718345,3.666666666666666,1.0
2.5132741228718345,3.833333333333332,1.0
2.5132741228718345,4.0,1.0
2.5132741228718345,4.166666666666666,1.0
2.5132741228718345,4.333333333333332,1.0
2.5132741228718345,4.5,1.0
2.5132741228718345,4.666666666666666,1.0
2.5132741228718345,4.833333333333332,1.0
2.5132741228718345,5.0,1.0
2.526364092261792,-1.0,1.0
2.526364092261792,-0.8333333333333339,1.0
2.526364092261792,-0.6666666666666679,1.0
2.526364092261792,-0.5,1.0
2.526364092261792,-0.3333333333333339,1.0
2.526364092261792,-0.16666666666666785,1.0
2.526364092261792,0.0,1.0
2.526364092261792,0.16666666666666607,1.0
2.526364092261792,0.33333333333333215,1.0
2.526364092261792,0.5,1.0
2.526364092261792,0.6666666666666661,1.0
2.526364092261792,0.8333333333333321,1.0
2.526364092261792,1.0,1.0
2.526364092261792,1.166666666666666,1.0
2.526364092261792,1.3333333333333321,1.0
2.526364092261792,1.5,1.0
2.526364092261792,1.666666666666666,1.0
2.526364092261792,1.8333333333333321,1.0
2.526364092261792,2.0,1.0
2.526364092261792,2.166666666666666,1.0
2.526364092261792,2.333333333333332,1.0
2.526364092261792,2.5,1.0
2.526364092261792,2.666666666666666,1.0
2.526364092261792,2.833333333333332,1.0
2.526364092261792,3.0,1.0
2.526364092261792,3.166666666666666,1.0
2.526364092261792,3.333333333333332,1.0
2.526364092261792,3.5,1.0
2.526364092261792,3.666666666666666,1.0
2.526364092261792,3.833333333333332,1.0
2.526364092261792,4.0,1.0
2.526364092261792,4.166666666666666,1.0
2.526364092261792,4.333333333333332,1.0
2.526364092261792,4.5,1.0
2.526364092261792,4.666666666666666,1.0
2.526364092261792,4.833333333333332,1.0
2.526364092261792,5.0,1.0
2.5394540616517496,-1.0,1.0
2.5394540616517496,-0.8333333333333339,1.0
2.5394540616517496,-0.6666666666666679,1.0
2.5394540616517496,-0.5,1.0
2.5394540616517496,-0.3333333333333339,1.0
2.5394540616517496,-0.16666666666666785,1.0
2.5394540616517496,0.0,1.0
2.5394540616517496,0.16666666666666607,1.0
2.5394540616517496,0.33333333333333215,1.0
2.5394540616517496,0.5,1.0
2.5394540616517496,0.6666666666666661,1.0
2.5394540616517496,0.8333333333333321,1.0
2.5394540616517496,1.0,1.0
2.5394540616517496,1.166666666666666,1.0
2.5394540616517496,1.3333333333333321,1.0
2.5394540616517496,1.5,1.0
2.5394540616517496,1.666666666666666,1.0
2.5394540616517496,1.8333333333333321,1.0
2.5394540616517496,2.0,1.0
2.5394540616517496,2.166666666666666,1.0
2.5394540616517496,2.333333333333332,1.0
2.5394540616517496,2.5,1.0
2.5394540616517496,2.666666666666666,1.0
2.5394540616517496,2.833333333333332,1.0
2.5394540616517496,3.0,1.0
2.5394540616517496,3.166666666666666,1.0
2.5394540616517496,3.333333333333332,1.0
2.5394540616517496,3.5,1.0
2.5394540616517496,3.666666666666666,1.0
2.5394540616517496,3.833333333333332,1.0
2.5394540616517496,4.0,1.0
2.5394540616517496,4.166666666666666,1.0
2.5394540616517496,4.333333333333332,1.0
2.5394540616517496,4.5,1.0
2.5394540616517496,4.666666666666666,1.0
2.5394540616517496,4.833333333333332,1.0
2.552544031041707,-1.1666666666666679,1.0
2.552544031041707,-1.0,1.0
2.552544031041707,-0.8333333333333339,1.0
2.552544031041707,-0.6666666666666679,1.0
2.552544031041707,-0.5,1.0
2.552544031041707,-0.3333333333333339,1.0
2.552544031041707,-0.16666666666666785,1.0
2.552544031041707,0.0,1.0
2.552544031041707,0.16666666666666607,1.0
2.552544031041707,0.33333333333333215,1.0
2.552544031041707,0.5,1.0
2.552544031041707,0.6666666666666661,1.0
2.552544031041707,0.8333333333333321,1.0
2.552544031041707,1.0,1.0
2.552544031041707,1.166666666666666,1.0
2.552544031041707,1.3333333333333321,1.0
2.552544031041707,1.5,1.0
2.552544031041707,1.666666666666666,1.0
2.552544031041707,1.8333333333333321,1.0
2.552544031041707,2.0,1.0
2.552544031041707,2.166666666666666,1.0
2.552544031041707,2.333333333333332,1.0
2.552544031041707,2.5,1.0
2.552544031041707,2.666666666666666,1.0
2.552544031041707,2.833333333333332,1.0
2.552544031041707,3.0,1.0
2.552544031041707,3.166666666666666,1.0
2.552544031041707,3.333333333333332,1.0
2.552544031041707,3.5,1.0
2.552544031041707,3.666666666666666,1.0
2.552544031041707,3.833333333333332,1.0
2.552544031041707,4.0,1.0
2.552544031041707,4.166666666666666,1.0
2.552544031041707,4.333333333333332,1.0
2.552544031041707,4.5,1.0
2.552544031041707,4.666666666666666,1.0
2.552544031041707,4.833333333333332,1.0
2.5656340004316642,-1.1666666666666679,1.0
2.5656340004316642,-1.0,1.0
2.5656340004316642,-0.8333333333333339,1.0
2.5656340004316642,-0.6666666666666679,1.0
2.5656340004316642,-0.5,1.0
2.5656340004316642,-0.3333333333333339,1.0
2.5656340004316642,-0.16666666666666785,1.0
2.5656340004316642,0.0,1.0
2.5656340004316642,0.16666666666666607,1.0
2.5656340004316642,0.33333333333333215,1.0
2.5656340004316642,0.5,1.0
2.5656340004316642,0.6666666666666661,1.0
2.5656340004316642,0.8333333333333321,1.0
2.5656340004316642,1.0,1.0
2.5656340004316642,1.166666666666666,1.0
2.5656340004316642,1.3333333333333321,1.0
2.5656340004316642,1.5,1.0
2.5656340004316642,1.666666666666666,1.0
2.5656340004316642,1.8333333333333321,1.0
2.5656340004316642,2.0,1.0
2.5656340004316642,2.166666666666666,1.0
2.5656340004316642,2.333333333333332,1.0
2.5656340004316642,2.5,1.0
2.5656340004316642,2.666666666666666,1.0
2.5656340004316642,2.833333333333332,1.0
2.5656340004316642,3.0,1.0
2.5656340004316642,3.166666666666666,1.0
2.5656340004316642,3.333333333333332,1.0
2.5656340004316642,3.5,1.0
2.5656340004316642,3.666666666666666,1.0
2.5656340004316642,3.833333333333332,1.0
2.5656340004316642,4.0,1.0
2.5656340004316642,4.166666666666666,1.0
2.5656340004316642,4.333333333333332,1.0
2.5656340004316642,4.5,1.0
2.5656340004316642,4.666666666666666,1.0
2.5656340004316642,4.833333333333332,1.0
2.5787239698216218,-1.1666666666666679,1.0
2.5787239698216218,-1.0,1.0
2.5787239698216218,-0.8333333333333339,1.0
2.5787239698216218,-0.6666666666666679,1.0
2.5787239698216218,-0.5,1.0
2.5787239698216218,-0.3333333333333339,1.0
2.5787239698216218,-0.16666666666666785,1.0
2.5787239698216218,0.0,1.0
2.5787239698216218,0.16666666666666607,1.0
2.5787239698216218,0.33333333333333215,1.0
2.5787239698216218,0.5,1.0
2.5787239698216218,0.6666666666666661,1.0
2.5787239698216218,0.8333333333333321,1.0
2.5787239698216218,1.0,1.0
2.5787239698216218,1.166666666666666,1.0
2.5787239698216218,1.3333333333333321,1.0
2.5787239698216218,1.5,1.0
2.5787239698216218,1.666666666666666,1.0
2.5787239698216218,1.8333333333333321,1.0
2.5787239698216218,2.0,1.0
2.5787239698216218,2.166666666666666,1.0
2.5787239698216218,2.333333333333332,1.0
2.5787239698216218,2.5,1.0
2.5787239698216218,2.666666666666666,1.0
2.5787239698216218,2.833333333333332,1.0
2.5787239698216218,3.0,1.0
2.5787239698216218,3.166666666666666,1.0
2.5787239698216218,3.333333333333332,1.0
2.5787239698216218,3.5,1.0
2.5787239698216218,3.666666666666666,1.0
2.5787239698216218,3.833333333333332,1.0
2.5787239698216218,4.0,1.0
2.5787239698216218,4.166666666666666,1.0
2.5787239698216218,4.333333333333332,1.0
2.5787239698216218,4.5,1.0
2.5787239698216218,4.666666666666666,1.0
2.5787239698216218,4.833333333333332,1.0
2.5918139392115793,-1.1666666666666679,1.0
2.5918139392115793,-1.0,1.0
2.5918139392115793,-0.8333333333333339,1.0
2.5918139392115793,-0.6666666666666679,1.0
2.5918139392115793,-0.5,1.0
2.5918139392115793,-0.3333333333333339,1.0
2.5918139392115793,-0.16666666666666785,1.0
2.5918139392115793,0.0,1.0
2.5918139392115793,0.16666666666666607,1.0
2.5918139392115793,0.33333333333333215,1.0
2.5918139392115793,0.5,1.0
2.5918139392115793,0.6666666666666661,1.0
2.5918139392115793,0.8333333333333321,1.0
2.5918139392115793,1.0,1.0
2.5918139392115793,1.166666666666666,1.0
2.5918139392115793,1.3333333333333321,1.0
2.5918139392115793,1.5,1.0
2.5918139392115793,1.666666666666666,1.0
2.5918139392115793,1.8333333333333321,1.0
2.5918139392115793,2.0,1.0
2.5918139392115793,2.166666666666666,1.0
2.5918139392115793,2.333333333333332,1.0
2.5918139392115793,2.5,1.0
2.5918139392115793,2.666666666666666,1.0
2.5918139392115793,2.833333333333332,1.0
2.5918139392115793,3.0,1.0
2.5918139392115793,3.166666666666666,1.0
2.5918139392115793,3.333333333333332,1.0
2.5918139392115793,3.5,1.0
2.5918139392115793,3.666666666666666,1.0
2.5918139392115793,3.833333333333332,1.0
2.5918139392115793,4.0,1.0
2.5918139392115793,4.166666666666666,1.0
2.5918139392115793,4.333333333333332,1.0
2.5918139392115793,4.5,1.0
2.5918139392115793,4.666666666666666,1.0
2.604903908601537,-1.333333333333334,1.0
2.604903908601537,-1.1666666666666679,1.0
2.604903908601537,-1.0,1.0
2.604903908601537,-0.8333333333333339,1.0
2.604903908601537,-0.6666666666666679,1.0
2.604903908601537,-0.5,1.0
2.604903908601537,-0.3333333333333339,1.0
2.604903908601537,-0.16666666666666785,1.0
2.604903908601537,0.0,1.0
2.604903908601537,0.16666666666666607,1.0
2.604903908601537,0.33333333333333215,1.0
2.604903908601537,0.5,1.0
2.604903908601537,0.6666666666666661,1.0
2.604903908601537,0.8333333333333321,1.0
2.604903908601537,1.0,1.0
2.604903908601537,1.166666666666666,1.0
2.604903908601537,1.3333333333333321,1.0
2.604903908601537,1.5,1.0
2.604903908601537,1.666666666666666,1.0
2.604903908601537,1.8333333333333321,1.0
2.604903908601537,2.0,1.0
2.604903908601537,2.166666666666666,1.0
2.604903908601537,2.333333333333332,1.0
2.604903908601537,2.5,1.0
2.604903908601537,2.666666666666666,1.0
2.604903908601537,2.833333333333332,1.0
2.604903908601537,3.0,1.0
